Date,Open,High,Low,Close,Adj Close,Volume
2002-03-01,104.620003,108.239998,104.400002,105.849998,77.754402,0
2002-04-01,105.769997,105.769997,98.360001,99.419998,73.230148,0
2002-05-01,100.309998,102.290001,96.910004,98.669998,72.677696,0
2002-06-01,96.220001,97.110001,89.820000,91.330002,67.271263,0
2002-07-01,89.370003,91.279999,73.730003,84.279999,62.279133,0
2002-08-01,81.800003,89.120003,77.169998,84.830002,62.685532,0
2002-09-01,81.309998,84.269997,75.260002,75.260002,55.613758,0
2002-10-01,78.269997,83.120003,71.750000,81.870003,60.766502,0
2002-11-01,83.269997,86.910004,81.019997,86.910004,64.507355,0
2002-12-01,86.519997,86.519997,80.730003,81.150002,60.232094,0
2003-01-01,83.860001,85.980003,77.989998,79.019997,58.951435,0
2003-02-01,79.440002,79.440002,75.559998,77.820000,58.056210,0
2003-03-01,77.239998,82.959999,74.120003,78.269997,58.391903,0
2003-04-01,79.250000,84.900002,79.250000,84.730003,63.447891,0
2003-05-01,84.690002,89.190002,84.690002,89.190002,66.787621,0
2003-06-01,89.510002,93.709999,89.510002,90.019997,67.409149,0
2003-07-01,90.750000,93.139999,90.480003,91.589996,68.808838,0
2003-08-01,90.650002,93.360001,89.290001,93.360001,70.138557,0
2003-09-01,94.660004,96.360001,92.000000,92.000000,69.116875,0
2003-10-01,94.059998,97.190002,94.059998,97.190002,73.299606,0
2003-11-01,97.949997,98.050003,95.720001,98.029999,73.933144,0
2003-12-01,99.129997,102.669998,98.160004,102.669998,77.432571,0
2004-01-01,102.360001,106.739998,102.360001,104.540001,79.209846,0
2004-02-01,104.919998,107.089996,104.129997,105.980003,80.300957,0
2004-03-01,107.010002,107.120003,101.110001,104.010002,78.808304,0
2004-04-01,104.559998,106.269997,102.370003,102.370003,77.838310,0
2004-05-01,103.309998,103.820000,100.330002,103.760002,78.895248,0
2004-06-01,103.809998,106.010002,103.419998,105.410004,80.149811,0
2004-07-01,104.330002,104.330002,100.230003,101.919998,77.753601,0
2004-08-01,102.370003,102.629997,98.440002,102.309998,78.051102,0
2004-09-01,102.500000,104.720001,101.949997,102.989998,78.569885,0
2004-10-01,104.559998,105.580002,101.230003,104.550003,80.079361,0
2004-11-01,104.580002,109.650002,104.580002,108.779999,83.319328,0
2004-12-01,110.430000,112.230003,109.120003,111.639999,85.509926,0
2005-01-01,110.730003,110.730003,107.269997,108.900002,84.032700,0
2005-02-01,109.650002,111.900002,109.330002,111.180000,85.792053,0
2005-03-01,111.809998,113.230003,107.370003,108.790001,83.947815,0
2005-04-01,108.080002,109.800003,104.870003,106.709999,82.670898,0
2005-05-01,107.190002,110.769997,106.559998,110.089996,85.289482,0
2005-06-01,111.120003,112.550003,109.720001,109.809998,85.072525,0
2005-07-01,110.110001,114.760002,110.110001,113.879997,88.560577,0
2005-08-01,113.989998,114.910004,111.360001,112.839996,87.751778,0
2005-09-01,112.949997,114.809998,111.930000,113.199997,88.031761,0
2005-10-01,113.000000,113.000000,108.480003,111.300003,86.964264,0
2005-11-01,110.900002,117.150002,110.900002,115.489998,90.238113,0
2005-12-01,116.900002,117.699997,114.919998,114.919998,89.792732,0
2006-01-01,116.820000,119.230003,116.230003,117.959999,92.646217,0
2006-02-01,118.190002,119.510002,115.680000,118.260002,92.881844,0
2006-03-01,119.269997,120.669998,117.559998,119.239998,93.651535,0
2006-04-01,119.519997,120.860001,118.440002,120.830002,95.287239,0
2006-05-01,120.330002,122.250000,116.000000,117.330002,92.527145,0
2006-06-01,118.779999,119.010002,113.120003,116.989998,92.259026,0
2006-07-01,117.930000,117.930000,113.769997,117.699997,93.207359,0
2006-08-01,117.169998,120.519997,116.809998,120.480003,95.408844,0
2006-09-01,121.150002,123.349998,119.599998,123.040001,97.436127,0
2006-10-01,122.620003,128.039993,122.620003,127.040001,101.034729,0
2006-11-01,126.120003,129.850006,125.839996,129.429993,102.935501,0
2006-12-01,129.080002,131.960007,129.080002,130.589996,103.858047,0
2007-01-01,130.449997,132.690002,129.820007,132.539993,105.936493,0
2007-02-01,133.279999,134.699997,129.190002,129.929993,103.850357,0
2007-03-01,129.600006,132.660004,126.919998,130.830002,104.569725,0
2007-04-01,131.169998,137.800003,131.169998,136.610001,109.644287,0
2007-05-01,136.970001,141.360001,136.970001,141.360001,113.456718,0
2007-06-01,141.889999,142.149994,137.429993,138.429993,111.105049,0
2007-07-01,139.910004,143.149994,134.149994,134.149994,108.107826,0
2007-08-01,135.130005,138.149994,129.869995,136.160004,109.727615,0
2007-09-01,137.580002,141.389999,134.190002,140.610001,113.313774,0
2007-10-01,142.479996,144.220001,138.309998,142.830002,115.613106,0
2007-11-01,139.100006,140.199997,129.970001,136.850006,110.772621,0
2007-12-01,136.050003,140.160004,133.720001,135.149994,109.396561,0
2008-01-01,133.220001,133.220001,120.709999,127.019997,103.389847,0
2008-02-01,128.580002,128.580002,122.279999,122.889999,100.028168,0
2008-03-01,122.949997,125.110001,117.690002,121.750000,99.100243,0
2008-04-01,126.120003,128.779999,122.349998,127.669998,104.424118,0
2008-05-01,129.880005,131.669998,127.019997,129.309998,105.765526,0
2008-06-01,127.959999,129.729996,117.680000,117.830002,96.375763,0
2008-07-01,118.309998,118.379997,111.940002,116.849998,96.021912,0
2008-08-01,116.199997,120.459999,115.160004,118.540001,97.410683,0
2008-09-01,118.050003,118.050003,101.849998,107.370003,88.231712,0
2008-10-01,106.900002,106.900002,78.250000,89.339996,73.842705,0
2008-11-01,89.120003,92.750000,69.570000,82.930000,68.544617,0
2008-12-01,75.540001,84.620003,75.540001,83.089996,68.676865,0
2009-01-01,85.750000,86.019997,74.169998,76.099998,63.451122,0
2009-02-01,76.050003,80.250000,67.989998,67.989998,56.689144,0
2009-03-01,64.830002,76.639999,62.650002,73.440002,61.233261,0
2009-04-01,74.669998,80.529999,74.669998,80.459999,67.559479,0
2009-05-01,80.900002,85.699997,80.900002,84.980003,71.354752,0
2009-06-01,87.169998,87.580002,82.459999,84.720001,71.136452,0
2009-07-01,85.099998,91.139999,81.080002,91.139999,76.931694,0
2009-08-01,92.540001,95.360001,90.550003,94.419998,79.700378,0
2009-09-01,92.330002,99.239998,92.050003,97.449997,82.257996,0
2009-10-01,94.940002,101.279999,94.519997,95.629997,81.125961,0
2009-11-01,96.250000,102.709999,96.250000,101.349998,85.978447,0
2009-12-01,102.580002,104.339996,101.050003,102.669998,87.098236,0
2010-01-01,104.320000,105.970001,98.970001,98.970001,84.493073,0
2010-02-01,100.379997,102.410004,97.449997,102.029999,87.105469,0
2010-03-01,103.059998,108.580002,103.059998,107.730003,91.971680,0
2010-04-01,108.540001,112.220001,108.540001,109.430000,93.802994,0
2010-05-01,110.860001,110.860001,98.650002,100.680000,86.302544,0
2010-06-01,98.949997,103.379997,94.910004,94.910004,81.356499,0
2010-07-01,94.610001,102.760002,94.169998,101.550003,87.492699,0
2010-08-01,103.790001,104.010002,96.709999,96.949997,83.529442,0
2010-09-01,99.820000,105.709999,99.820000,105.059998,90.516808,0
2010-10-01,105.519997,109.239998,104.680000,109.040001,94.421936,0
2010-11-01,109.139999,113.010002,108.739998,109.040001,94.421936,0
2010-12-01,111.410004,116.400002,111.410004,115.820000,100.293007,0
2011-01-01,117.129997,119.790001,116.980003,118.550003,103.094543,0
2011-02-01,120.529999,123.989998,120.220001,122.599998,106.616547,0
2011-03-01,120.669998,122.970001,116.209999,122.120003,106.199112,0
2011-04-01,122.730003,125.720001,120.300003,125.720001,109.791916,0
2011-05-01,125.500000,125.500000,121.550003,124.279999,108.534332,0
2011-06-01,121.470001,121.650002,116.800003,121.650002,106.237564,0
2011-07-01,123.410004,124.720001,119.160004,119.160004,104.533615,0
2011-08-01,118.660004,118.660004,103.279999,112.669998,98.840240,0
2011-09-01,111.339996,112.519997,103.970001,104.180000,91.392365,0
2011-10-01,101.220001,118.480003,101.220001,115.550003,101.889587,0
2011-11-01,112.330002,117.750000,107.059998,115.279999,101.651497,0
2011-12-01,115.070000,116.629997,111.529999,115.800003,102.110039,0
2012-01-01,117.589996,122.209999,117.589996,120.970001,107.275581,0
2012-02-01,122.070000,126.760002,122.070000,126.180000,111.895790,0
2012-03-01,126.970001,130.479996,124.139999,129.779999,115.088249,0
2012-04-01,130.759995,130.759995,125.269997,128.949997,114.829948,0
2012-05-01,129.679993,129.679993,119.699997,121.190002,107.919678,0
2012-06-01,118.209999,125.699997,118.209999,125.550003,111.802254,0
2012-07-01,125.860001,127.879997,123.110001,127.269997,113.897270,0
2012-08-01,126.919998,131.110001,125.980003,130.119995,116.447807,0
2012-09-01,129.970001,135.720001,129.869995,132.830002,118.873077,0
2012-10-01,133.179993,134.830002,130.029999,130.360001,117.226913,0
2012-11-01,131.789993,131.880005,125.160004,131.089996,117.883347,0
2012-12-01,130.479996,134.100006,129.190002,131.369995,118.135132,0
2013-01-01,134.740005,139.020004,134.300003,138.169998,125.095924,0
2013-02-01,139.559998,141.410004,137.490005,140.020004,126.770889,0
2013-03-01,140.350006,144.649994,140.350006,144.610001,130.926575,0
2013-04-01,143.970001,147.369995,142.179993,147.369995,134.015442,0
2013-05-01,146.009995,154.259995,146.009995,150.800003,137.134598,0
2013-06-01,151.710007,152.889999,144.940002,148.059998,134.642914,0
2013-07-01,148.869995,156.429993,148.820007,155.570007,142.146210,0
2013-08-01,157.529999,157.789993,150.750000,151.039993,138.007080,0
2013-09-01,151.679993,159.740005,151.679993,155.020004,141.643692,0
2013-10-01,156.270004,163.520004,152.699997,162.130005,148.837387,0
2013-11-01,162.589996,167.169998,161.399994,167.039993,153.344788,0
2013-12-01,166.589996,170.360001,164.360001,170.360001,156.392593,0
2014-01-01,168.880005,170.460007,163.669998,164.449997,151.750305,0
2014-02-01,160.690002,171.949997,160.690002,171.949997,158.671143,0
