Date,Open,High,Low,Close,Adj Close,Volume
1980-01-01,14.340000,15.650000,14.270000,15.510000,5.381057,0
1980-02-01,15.650000,16.160000,15.380000,15.570000,5.401872,0
1980-03-01,15.410000,15.460000,13.570000,13.880000,4.815546,0
1980-04-01,13.890000,14.480000,13.590000,14.480000,5.083652,0
1980-05-01,14.370000,15.390000,14.330000,15.280000,5.364515,0
1980-06-01,15.220000,16.049999,15.220000,15.550000,5.459308,0
1980-07-01,15.650000,16.680000,15.650000,16.580000,5.879794,0
1980-08-01,16.510000,17.250000,16.469999,16.790001,5.954268,0
1980-09-01,16.969999,17.910000,16.920000,17.080000,6.057109,0
1980-10-01,17.320000,18.240000,17.240000,17.420000,6.236449,0
1980-11-01,17.650000,19.330000,17.650000,19.330000,6.920240,0
1980-12-01,18.889999,18.889999,17.559999,17.840000,6.386811,0
1981-01-01,17.900000,18.160000,17.049999,17.049999,6.220855,0
1981-02-01,16.730000,17.410000,16.730000,17.410000,6.352206,0
1981-03-01,17.510000,18.200001,17.240000,17.879999,6.523690,0
1981-04-01,17.950001,17.950001,17.180000,17.490000,6.445529,0
1981-05-01,17.480000,17.750000,17.150000,17.600000,6.486066,0
1981-06-01,17.580000,17.780001,17.270000,17.270000,6.364453,0
1981-07-01,17.090000,17.270000,16.750000,17.270000,6.430442,0
1981-08-01,17.240000,17.740000,16.330000,16.330000,6.080437,0
1981-09-01,16.370001,16.430000,15.050000,15.330000,5.708089,0
1981-10-01,15.450000,16.160000,15.450000,16.129999,6.076628,0
1981-11-01,16.440001,16.840000,15.980000,16.840000,6.344106,0
1981-12-01,16.820000,16.840000,15.410000,15.520000,5.846821,0
1982-01-01,15.550000,15.550000,14.560000,15.290000,5.864252,0
1982-02-01,14.980000,15.020000,14.300000,14.510000,5.565096,0
1982-03-01,14.540000,14.610000,13.800000,14.230000,5.457707,0
1982-04-01,14.470000,15.180000,14.470000,14.820000,5.755688,0
1982-05-01,14.880000,15.280000,14.400000,14.400000,5.592571,0
1982-06-01,14.380000,14.430000,13.840000,13.990000,5.433337,0
1982-07-01,13.880000,14.240000,13.680000,13.680000,5.380915,0
1982-08-01,13.950000,15.380000,13.160000,15.380000,6.049593,0
1982-09-01,15.220000,16.110001,15.220000,15.360000,6.041727,0
1982-10-01,15.560000,17.750000,15.510000,17.070000,6.790979,0
1982-11-01,17.299999,18.290001,17.059999,17.790001,7.077413,0
1982-12-01,17.820000,18.340000,17.400000,17.559999,6.985918,0
1983-01-01,17.270000,18.309999,17.270000,18.160000,7.341012,0
1983-02-01,17.879999,18.809999,17.879999,18.610001,7.522920,0
1983-03-01,18.959999,19.320000,18.820000,19.080000,7.712910,0
1983-04-01,19.090000,20.530001,18.850000,20.530001,8.377934,0
1983-05-01,20.250000,20.820000,20.250000,20.350000,8.304482,0
1983-06-01,20.370001,21.440001,20.230000,20.930000,8.541166,0
1983-07-01,21.030001,21.230000,20.250000,20.250000,8.334600,0
1983-08-01,20.209999,20.709999,19.910000,20.620001,8.486894,0
1983-09-01,20.600000,21.370001,20.600000,20.700001,8.519815,0
1983-10-01,20.670000,21.520000,20.370001,20.410000,8.472494,0
1983-11-01,20.430000,21.059999,20.250000,20.870001,8.663445,0
1983-12-01,20.879999,20.879999,19.690001,19.700001,8.177765,0
1984-01-01,19.610001,20.260000,19.520000,19.600000,8.267999,0
1984-02-01,19.520000,19.600000,18.590000,18.950001,7.993804,0
1984-03-01,19.090000,19.240000,18.650000,19.080000,8.048644,0
1984-04-01,18.940001,19.240000,18.600000,19.209999,8.180821,0
1984-05-01,19.420000,19.450001,18.160000,18.180000,7.742179,0
1984-06-01,18.520000,18.760000,18.040001,18.400000,7.835872,0
1984-07-01,18.389999,18.459999,17.770000,18.129999,7.797210,0
1984-08-01,18.540001,20.280001,18.540001,20.160000,8.670255,0
1984-09-01,19.950001,20.450001,19.879999,19.980000,8.592841,0
1984-10-01,19.799999,20.219999,19.459999,20.030001,8.691565,0
1984-11-01,20.209999,20.590000,19.830000,19.830000,8.604781,0
1984-12-01,19.750000,20.410000,19.410000,19.520000,8.470267,0
1985-01-01,19.309999,21.000000,19.110001,21.000000,9.268798,0
1985-02-01,20.879999,21.500000,20.879999,21.290001,9.396791,0
1985-03-01,21.530001,21.530001,20.780001,21.110001,9.317343,0
1985-04-01,21.190001,21.459999,20.820000,21.049999,9.370577,0
1985-05-01,20.889999,22.320000,20.889999,22.320000,9.935923,0
1985-06-01,22.320000,22.580000,21.860001,22.459999,9.998247,0
1985-07-01,22.540001,22.940001,22.250000,22.410000,10.056153,0
1985-08-01,22.549999,22.549999,21.910000,22.260000,9.988840,0
1985-09-01,22.180000,22.230000,21.379999,21.379999,9.593956,0
1985-10-01,21.740000,22.350000,21.370001,22.320000,10.100488,0
1985-11-01,22.520000,23.910000,22.500000,23.870001,10.801908,0
1985-12-01,23.680000,25.040001,22.809999,22.990000,10.403684,0
1986-01-01,22.799999,23.280001,22.170000,23.090000,10.608819,0
1986-02-01,23.330000,24.840000,23.240000,24.840000,11.412869,0
1986-03-01,24.680000,26.020000,24.570000,26.020000,11.955030,0
1986-04-01,25.610001,26.670000,24.910000,25.670000,11.876371,0
1986-05-01,25.639999,27.129999,25.450001,27.070000,12.524101,0
1986-06-01,26.830000,27.340000,26.270000,27.340000,12.649017,0
1986-07-01,27.469999,27.549999,25.469999,25.770000,12.001829,0
1986-08-01,25.639999,27.730000,25.639999,27.690001,12.896031,0
1986-09-01,27.209999,27.799999,25.209999,25.209999,11.741023,0
1986-10-01,25.459999,26.629999,25.459999,26.629999,12.491480,0
1986-11-01,26.840000,27.309999,25.940001,27.309999,12.810452,0
1986-12-01,27.299999,27.850000,24.270000,24.270000,11.384458,0
1987-01-01,24.709999,27.620001,24.709999,27.490000,13.076646,0
1987-02-01,27.730000,28.709999,27.650000,28.580000,13.595141,0
1987-03-01,28.480000,30.379999,28.480000,29.219999,13.899587,0
1987-04-01,29.290001,30.260000,27.990000,28.930000,13.843822,0
1987-05-01,28.900000,29.670000,28.000000,29.230000,13.987382,0
1987-06-01,29.209999,31.250000,29.070000,30.520000,14.604692,0
1987-07-01,30.410000,32.020000,30.410000,32.020000,15.411938,0
1987-08-01,31.920000,33.930000,31.799999,33.250000,16.003956,0
1987-09-01,32.599998,32.630001,31.330000,32.310001,15.551526,0
1987-10-01,32.869999,32.950001,22.580000,25.290001,12.240812,0
1987-11-01,25.700001,25.700001,23.219999,23.219999,11.238887,0
1987-12-01,23.410000,25.570000,22.590000,24.650000,11.931040,0
1988-01-01,25.530001,25.860001,24.049999,25.490000,12.498754,0
1988-02-01,25.299999,26.660000,24.760000,26.660000,13.170473,0
1988-03-01,26.620001,27.040001,25.590000,25.670000,12.681401,0
1988-04-01,25.400000,26.940001,25.400000,25.930000,12.899979,0
1988-05-01,25.959999,26.139999,24.990000,26.139999,13.004452,0
1988-06-01,26.600000,27.520000,26.459999,27.150000,13.506921,0
1988-07-01,26.980000,27.400000,26.100000,27.049999,13.547894,0
1988-08-01,27.070000,27.170000,25.650000,26.129999,13.087117,0
1988-09-01,25.820000,27.129999,25.820000,27.059999,13.552908,0
1988-10-01,27.020000,28.250000,26.950001,27.799999,14.017434,0
1988-11-01,27.820000,27.840000,26.389999,27.389999,13.810698,0
1988-12-01,27.290001,27.959999,27.180000,27.180000,13.704806,0
1989-01-01,26.889999,29.170000,26.889999,29.170000,15.082580,0
1989-02-01,29.139999,29.440001,28.270000,28.450001,14.710288,0
1989-03-01,28.280001,29.520000,28.280001,28.740000,14.860236,0
1989-04-01,28.900000,30.230000,28.809999,30.230000,15.823144,0
1989-05-01,30.190001,31.570000,29.879999,31.450001,16.461735,0
1989-06-01,31.600000,32.290001,31.090000,31.090000,16.273298,0
1989-07-01,31.219999,33.889999,31.219999,33.889999,17.838316,0
1989-08-01,33.669998,34.580002,33.450001,34.520000,18.169933,0
1989-09-01,34.759998,34.759998,33.750000,34.200001,18.001501,0
1989-10-01,34.369999,35.259998,32.740002,33.400002,17.674282,0
1989-11-01,33.480000,34.080002,32.669998,34.080002,18.034121,0
1989-12-01,34.529999,34.779999,33.380001,33.639999,17.801285,0
1990-01-01,34.240002,34.240002,30.799999,31.379999,17.225742,0
1990-02-01,31.360001,32.020000,31.020000,31.780001,17.445322,0
1990-03-01,31.860001,32.930000,31.860001,32.380001,17.774681,0
1990-04-01,32.270000,32.869999,31.400000,31.570000,17.452574,0
1990-05-01,31.719999,34.630001,31.719999,34.630001,19.144217,0
1990-06-01,34.820000,35.240002,33.820000,34.220001,18.917547,0
1990-07-01,34.360001,35.290001,33.820000,34.099998,18.952015,0
1990-08-01,34.040001,34.040001,29.500000,31.020000,17.240234,0
1990-09-01,31.080000,31.200001,28.840000,29.320000,16.295406,0
1990-10-01,30.190001,30.219999,28.340000,29.200001,16.327587,0
1990-11-01,29.490000,31.080000,29.440001,31.080000,17.378828,0
1990-12-01,31.280001,32.040001,31.059999,31.240000,17.468292,0
1991-01-01,30.889999,32.599998,29.500000,32.599998,18.624779,0
1991-02-01,32.520000,35.099998,32.520000,34.919998,19.950228,0
1991-03-01,35.240002,35.860001,34.910000,35.509998,20.287298,0
1991-04-01,35.150002,36.990002,35.150002,35.580002,20.469997,0
1991-05-01,36.049999,37.099998,35.029999,37.099998,21.344486,0
1991-06-01,37.099998,37.099998,35.230000,35.230000,20.268627,0
1991-07-01,35.869999,36.860001,35.450001,36.860001,21.314674,0
1991-08-01,36.799999,37.830002,35.889999,37.720001,21.811974,0
1991-09-01,37.419998,37.419998,36.630001,36.910000,21.343575,0
1991-10-01,37.029999,37.439999,35.880001,37.400002,21.732693,0
1991-11-01,37.290001,37.959999,35.900002,35.900002,20.861055,0
1991-12-01,36.500000,39.310001,36.130001,39.310001,22.842564,0
1992-01-01,39.330002,39.689999,38.580002,38.580002,22.806206,0
1992-02-01,38.660000,39.439999,38.540001,39.060001,23.089958,0
1992-03-01,39.060001,39.110001,38.020000,38.090000,22.516535,0
1992-04-01,38.139999,39.299999,37.240002,39.200001,23.305338,0
1992-05-01,38.970001,39.610001,38.830002,39.389999,23.418295,0
1992-06-01,39.580002,39.580002,38.080002,38.580002,22.936731,0
1992-07-01,39.020000,40.139999,38.689999,40.139999,24.001812,0
1992-08-01,40.240002,40.240002,38.980000,39.310001,23.505507,0
1992-09-01,39.520000,40.419998,39.209999,39.549999,23.649012,0
1992-10-01,39.410000,39.889999,38.139999,39.680000,23.858969,0
1992-11-01,40.070000,41.029999,39.560001,41.029999,24.670694,0
1992-12-01,40.980000,42.029999,40.910000,41.259998,24.809000,0
1993-01-01,40.950001,41.410000,40.360001,41.299999,25.169859,0
1993-02-01,41.660000,42.360001,40.750000,41.860001,25.511141,0
1993-03-01,41.740002,43.139999,41.740002,42.490002,25.895073,0
1993-04-01,42.360001,42.360001,40.820000,41.459999,25.417112,0
1993-05-01,41.680000,42.849998,41.450001,42.560001,26.091482,0
1993-06-01,42.900002,42.919998,41.730000,42.450001,26.024044,0
1993-07-01,42.310001,42.470001,41.619999,42.270000,26.049507,0
1993-08-01,42.470001,43.869999,42.310001,43.869999,27.035501,0
1993-09-01,43.830002,43.830002,42.930000,43.299999,26.684248,0
1993-10-01,43.529999,44.330002,43.349998,44.200001,27.379194,0
1993-11-01,44.320000,44.320000,43.250000,43.759998,27.106638,0
1993-12-01,43.779999,44.709999,43.779999,43.830002,27.150013,0
1994-01-01,43.740002,45.310001,43.740002,45.310001,28.364950,0
1994-02-01,45.130001,45.360001,43.790001,44.080002,27.594942,0
1994-03-01,43.820000,44.509998,41.840000,41.860001,26.205183,0
1994-04-01,41.230000,42.560001,41.230000,42.400002,26.724201,0
1994-05-01,42.610001,43.160000,41.590000,43.080002,27.152811,0
1994-06-01,43.189999,43.689999,41.650002,41.810001,26.352339,0
1994-07-01,41.990002,43.180000,41.990002,43.180000,27.356909,0
1994-08-01,43.439999,45.000000,43.110001,44.939999,28.471973,0
1994-09-01,44.740002,44.919998,43.299999,43.619999,27.635670,0
1994-10-01,43.549999,44.730000,42.669998,44.599998,28.399008,0
1994-11-01,44.240002,44.240002,42.580002,42.970001,27.361099,0
1994-12-01,42.520000,43.889999,42.209999,42.970001,27.361099,0
1995-01-01,42.959999,44.080002,42.959999,44.080002,28.476646,0
1995-02-01,44.080002,45.860001,44.080002,45.790001,29.581360,0
1995-03-01,45.650002,47.209999,45.340000,46.919998,30.311357,0
1995-04-01,47.029999,48.299999,47.029999,48.299999,31.350929,0
1995-05-01,48.270000,50.209999,48.270000,50.209999,32.590702,0
1995-06-01,50.230000,51.709999,49.730000,51.150002,33.200832,0
1995-07-01,51.380001,53.130001,51.380001,52.840000,34.445351,0
1995-08-01,52.619999,52.980000,52.259998,52.980000,34.536610,0
1995-09-01,53.160000,55.380001,53.160000,54.990002,35.846889,0
1995-10-01,54.740002,55.630001,54.320000,54.790001,35.860153,0
1995-11-01,55.049999,57.389999,55.049999,57.189999,37.430962,0
1995-12-01,57.349998,58.779999,57.180000,57.599998,37.699310,0
1996-01-01,58.049999,59.549999,56.000000,59.549999,39.446987,0
1996-02-01,59.790001,61.990002,59.560001,60.099998,39.811314,0
1996-03-01,60.470001,61.549999,59.490002,60.430000,40.029896,0
1996-04-01,61.200001,61.419998,59.130001,61.310001,40.786415,0
1996-05-01,61.360001,63.740002,59.849998,62.869999,41.824215,0
1996-06-01,62.750000,63.779999,62.270000,62.889999,41.837509,0
1996-07-01,63.389999,63.389999,58.820000,60.110001,40.128448,0
1996-08-01,61.060001,63.090000,61.060001,61.369999,40.969604,0
1996-09-01,61.619999,64.760002,61.160000,64.589996,43.119217,0
1996-10-01,64.760002,66.870003,64.760002,66.370003,44.458874,0
1996-11-01,66.230003,71.389999,66.230003,71.389999,47.821598,0
1996-12-01,71.339996,71.339996,68.050003,69.160004,46.327801,0
1997-01-01,68.830002,73.470001,68.830002,73.470001,49.801998,0
1997-02-01,73.540001,76.389999,72.769997,74.050003,50.195126,0
1997-03-01,74.470001,76.220001,70.690002,70.690002,47.917549,0
1997-04-01,70.930000,74.900002,68.910004,74.900002,50.984505,0
1997-05-01,74.650002,79.559998,74.650002,79.459999,54.088478,0
1997-06-01,79.279999,84.260002,78.720001,82.730003,56.314400,0
1997-07-01,83.309998,89.320000,83.309998,89.320000,60.996166,0
1997-08-01,88.669998,89.900002,84.309998,84.309998,57.574856,0
1997-09-01,86.959999,89.660004,85.589996,88.650002,60.538631,0
1997-10-01,89.419998,92.019997,82.089996,85.680000,58.687813,0
1997-11-01,87.970001,90.330002,84.930000,89.620003,61.386593,0
1997-12-01,91.449997,92.320000,86.529999,90.070000,61.694778,0
1998-01-01,90.500000,91.540001,86.129997,91.070000,63.127090,0
1998-02-01,93.010002,97.620003,93.010002,97.620003,67.667336,0
1998-03-01,97.470001,102.949997,96.330002,102.209999,70.848999,0
1998-04-01,102.820000,104.949997,100.739998,103.239998,71.836304,0
1998-05-01,104.099998,104.190002,101.440002,101.440002,70.583839,0
1998-06-01,101.470001,105.720001,100.230003,105.300003,73.269707,0
1998-07-01,106.680000,110.279999,104.190002,104.190002,72.683998,0
1998-08-01,103.419998,103.419998,89.110001,89.110001,62.164051,0
1998-09-01,92.570000,99.360001,90.699997,94.559998,65.966042,0
1998-10-01,91.730003,102.279999,89.279999,102.279999,71.550346,0
1998-11-01,103.480003,111.169998,103.410004,108.489998,75.894608,0
1998-12-01,109.580002,115.089996,106.459999,113.949997,79.714157,0
1999-01-01,113.879997,118.739998,112.440002,118.739998,83.676292,0
1999-02-01,118.120003,118.139999,112.889999,115.029999,81.061836,0
1999-03-01,114.839996,122.410004,113.849998,118.900002,83.789055,0
1999-04-01,119.580002,126.010002,119.230003,123.480003,87.545784,0
1999-05-01,125.279999,126.550003,118.650002,120.529999,85.454254,0
1999-06-01,119.839996,126.830002,119.839996,126.830002,89.920891,0
1999-07-01,127.599998,131.149994,122.860001,122.860001,87.378540,0
1999-08-01,122.800003,127.910004,118.570000,122.250000,86.944733,0
1999-09-01,123.269997,125.699997,117.220001,118.550003,84.313263,0
1999-10-01,118.559998,126.050003,115.320000,126.050003,89.912521,0
1999-11-01,125.230003,131.899994,124.639999,128.600006,91.731476,0
1999-12-01,129.449997,135.330002,129.449997,135.330002,96.532043,0
2000-01-01,134.039993,135.009995,125.360001,128.520004,92.332932,0
2000-02-01,129.889999,132.899994,123.000000,126.070000,90.572769,0
2000-03-01,127.279999,141.029999,125.110001,138.080002,99.201126,0
2000-04-01,138.770004,139.770004,125.070000,133.929993,96.424767,0
2000-05-01,135.389999,135.389999,126.830002,131.199997,94.459267,0
2000-06-01,133.800003,137.289993,132.889999,134.149994,96.583160,0
2000-07-01,135.550003,139.399994,131.139999,132.149994,95.363518,0
2000-08-01,132.820007,140.330002,132.820007,140.330002,101.266502,0
2000-09-01,140.619995,140.619995,131.660004,132.589996,95.681061,0
2000-10-01,132.559998,132.610001,122.790001,132.020004,95.497704,0
2000-11-01,131.279999,132.309998,121.620003,121.620003,87.974831,0
2000-12-01,121.639999,127.720001,117.070000,121.860001,88.148415,0
2001-01-01,118.440002,126.879997,118.440002,126.180000,91.560425,0
2001-02-01,126.879997,126.879997,114.650002,114.650002,83.193840,0
2001-03-01,114.769997,116.989998,103.120003,107.070000,77.693558,0
2001-04-01,105.739998,115.750000,101.830002,115.389999,83.955063,0
2001-05-01,116.949997,121.360001,115.110001,116.139999,84.500725,0
2001-06-01,116.589996,118.709999,111.790001,113.019997,82.230698,0
2001-07-01,114.150002,114.150002,108.230003,111.889999,81.608192,0
2001-08-01,112.339996,112.800003,104.449997,104.870003,76.488098,0
2001-09-01,104.809998,104.809998,89.080002,96.040001,70.047813,0
2001-10-01,95.820000,101.980003,95.820000,97.860001,71.626770,0
2001-11-01,100.120003,106.980003,100.120003,105.349998,77.108940,0
2001-12-01,104.470001,108.250000,103.550003,105.889999,77.504211,0
2002-01-01,106.510002,108.160004,101.580002,104.330002,76.637863,0
2002-02-01,103.589996,103.589996,99.739998,102.309998,75.154037,0
